MARKET NAME-INSTITUTION DESCRIPTION,MIC,OPERATING MIC,OPRT/SGMT,LEGAL ENTITY NAME,LEI,MARKET CATEGORY CODE,ACRONYM,ISO COUNTRY CODE (ISO 3166),CITY,COMMENTS
KANSAS CITY BOARD OF TRADE,XKBT,XCBT,SGMT,,549300EX04Q2QBFQTQ27,NSPD,KCBT,US,KANSAS CITY,
CHUBU COMMODITY EXCHANGE,XCCE,XCCE,OPRT,,,NSPD,,JP,NAGOYA,
"CHICAGO CLIMATE EXCHANGE, INC",XCCX,XCCX,OPRT,,,NSPD,CCX,US,CHICAGO,NOT IN USE ANYMORE.
BAXTER FINANCIAL SERVICES,XCDE,XCDE,OPRT,,549300L8SJYH8PWTVA40,NSPD,,IE,DUBLIN,ELECTRONIC TRADING PLATFORM FOR CURRENCY FUTURES EFP'S AND OTC CURRENCY TRADING
UZBEK COMMODITY EXCHANGE,XCET,XCET,OPRT,,,NSPD,,UZ,TASHKENT,
CHINA FOREIGN EXCHANGE TRADE SYSTEM,XCFE,XCFE,OPRT,,3003009BLGRRBA4K8M15,NSPD,CFETS,CN,SHANGHAI,
CHINA FOREIGN EXCHANGE TRADE SYSTEM - SHANGHAI - HONG KONG BOND CONNECT,CFBC,XCFE,SGMT,,3003009BLGRRBA4K8M15,NSPD,CFETSBC,CN,SHANGHAI,
CANTOR FINANCIAL FUTURES EXCHANGE,XCFF,XCFF,OPRT,,,NSPD,CANTOR,US,NEW YORK,
CHINESE GOLD AND SILVER EXCHANGE SOCIETY,XCGS,XCGS,OPRT,,,NSPD,,HK,HONG KONG,
CHITTAGONG STOCK EXCHANGE LTD.,XCHG,XCHG,OPRT,,,NSPD,CSE,BD,CHITTAGONG,
THE INTERNATIONAL STOCK EXCHANGE,XCIE,XCIE,OPRT,,2138007LTWIYRO2W8C97,NSPD,TISE,GG,ST.  PETER PORT,REGULATED MARKET.
CHICAGO MERCANTILE EXCHANGE,XCME,XCME,OPRT,CME GROUP INC.,LCZ7XYGSLJUHFXXNXD88,DCMS,CME,US,CHICAGO,
CME SWAPS MARKETS (CBOT),CBTS,XCME,SGMT,,,NSPD,,US,CHICAGO,REGISTERED MARKET FOR SWAP EXECUTION IN THE US
CME SWAPS MARKETS (COMEX),CECS,XCME,SGMT,,,NSPD,,US,NEW YORK,REGISTERED MARKET FOR SWAP EXECUTION  OF METALS IN THE US
CME SWAPS MARKETS (CME),CMES,XCME,SGMT,,,NSPD,,US,CHICAGO,REGISTERED MARKET FOR SWAP EXECUTION IN THE US
CHICAGO MERCANTILE EXCHANGE (FLOOR),FCME,XCME,SGMT,CME GROUP INC.,LCZ7XYGSLJUHFXXNXD88,NSPD,CME (FLOOR),US,CHICAGO,
CME SWAPS MARKETS (NYMEX),NYMS,XCME,SGMT,,,NSPD,,US,NEW YORK,REGISTERED MARKET FOR SWAP EXECUTION  OF ENERGY IN THE US
INTERNATIONAL MONETARY MARKET,XIMM,XCME,SGMT,,,NSPD,,US,CHICAGO,
INDEX AND OPTIONS MARKET,XIOM,XCME,SGMT,,,NSPD,IOM,US,CHICAGO,
BOLSA DE COMERCIO CONFEDERADA S.A.,XCNF,XCNF,OPRT,,,NSPD,BCC,AR,CORRIENTES,
CANADIAN SECURITIES EXCHANGE,XCNQ,XCNQ,OPRT,"CNSX MARKETS, INC.",,RMKT,CSE LISTED,CA,TORONTO,FORMERLY KNOWN AS PURE (CSE OTHER LISTED) FORMERLY KNOWN AS THE CANADIAN NATIONAL STOCK EXCHANGE (CNSX).
CANADIAN SECURITIES EXCHANGE - CSE2,CSE2,XCNQ,SGMT,"CNSX MARKETS, INC.",,RMOS,CSE-PURE,CA,TORONTO,
CANADIAN SECURITIES EXCHANGE - PURE,PURE,XCNQ,SGMT,"CNSX MARKETS, INC.",,NSPD,CSE-PURE,CA,TORONTO,FORMERLY KNOWN AS PURE (CSE OTHER LISTED) FORMERLY KNOWN AS THE CANADIAN NATIONAL STOCK EXCHANGE (CNSX).
COLOMBO STOCK EXCHANGE,XCOL,XCOL,OPRT,,,NSPD,,LK,COLOMBO,
ICMA,XCOR,XCOR,OPRT,,5067003467WNT9GH2Y36,NSPD,,GB,LONDON,
CHICAGO RICE AND COTTON EXCHANGE,XCRC,XCRC,OPRT,,,NSPD,,US,CHICAGO,
CROATIAN POWER EXCHANGE,XCRO,XCRO,OPRT,CROATIAN POWER EXCHANGE LTD. FOR ELECTRICITY MARKET ORGANIZATION AND ELECTRICITY TRADING,747800W0RG1OPITJFH71,NSPD,CROPEX,HR,ZAGREB,ORGANISED MARKET PLACE FOR ELECTRICITY TRADING.
"NEW YORK COCOA, COFFEE AND SUGAR EXCHANGE",XCSC,XCSC,OPRT,,,NSPD,,US,NEW YORK,
NASDAQ COPENHAGEN A/S,XCSE,XCSE,OPRT,NASDAQ COPENHAGEN A/S,549300JNYZUL5PLI8E17,RMKT,,DK,COPENHAGEN,
NASDAQ COPENHAGEN A/S - NORDIC@MID,DCSE,XCSE,SGMT,NASDAQ COPENHAGEN A/S,549300JNYZUL5PLI8E17,RMKT,,DK,COPENHAGEN,NORDIC@MID DARK POOL FOR XCSE
FIRST NORTH DENMARK - NORDIC@MID,DNDK,XCSE,SGMT,NASDAQ COPENHAGEN A/S,549300JNYZUL5PLI8E17,MLTF,,DK,COPENHAGEN,NORDIC@MID DARK POOL FOR FIRST NORTH DENMARK
FIRST NORTH DENMARK -SME GROWTH MARKET,DSME,XCSE,SGMT,NASDAQ COPENHAGEN A/S,549300JNYZUL5PLI8E17,MLTF,,DK,COPENHAGEN,
FIRST NORTH DENMARK,FNDK,XCSE,SGMT,NASDAQ COPENHAGEN A/S,549300JNYZUL5PLI8E17,MLTF,,DK,COPENHAGEN,FIRST NORTH IS OPERATED BY NASDAQ. FIRST NORTH IS A NORDIC ALTERNATIVE MTF MARKETPLACE FOR TRADING SHARES AND OTHER TYPES OF FINANCIAL INSTRUMENTS.
NASDAQ COPENHAGEN A/S - AUCTION ON DEMAND,MCSE,XCSE,SGMT,NASDAQ COPENHAGEN A/S,549300JNYZUL5PLI8E17,RMKT,,DK,COPENHAGEN,
FIRST NORTH DENMARK - AUCTION ON DEMAND,MNDK,XCSE,SGMT,NASDAQ COPENHAGEN A/S,549300JNYZUL5PLI8E17,MLTF,,DK,COPENHAGEN,
NASDAQ COPENHAGEN A/S - PURESTREAM,PCSE,XCSE,SGMT,NASDAQ COPENHAGEN A/S,549300JNYZUL5PLI8E17,RMKT,,DK,COPENHAGEN,
FIRST NORTH DENMARK,XFND,XCSE,SGMT,NASDAQ COPENHAGEN A/S,549300JNYZUL5PLI8E17,MLTF,,DK,COPENHAGEN,
CAMBODIA SECURITIES EXCHANGE,XCSX,XCSX,OPRT,,,NSPD,CSX,KH,PHNOM PENH,
UZBEKISTAN REPUBLICAN CURRENCY EXCHANGE,XCUE,XCUE,OPRT,,,NSPD,,UZ,TASHKENT,
CURRENEX,XCUR,XCUR,OPRT,"CURRENEX, INC.",549300NUJ7MUQK1GG892,OTHR,,US,BOSTON,UNREGULATED FX AND PRECIOUS METALS TRADING VENUE.
CURRENEX LDFX,LCUR,XCUR,SGMT,CURRENEX INC.,549300NUJ7MUQK1GG892,OTHR,CX LDFX,US,BOSTON,LDFX IS THE CURRENEX (MIC: XCUR) LONDON MATCHING ENGINE.
CEVALDOM - OTC MARKET,XCVD,XCVD,OPRT,"CEVALDOM DEPOSITO CENTRALIZADO DE VALORES, S. A.",959800BCG62RCSR5H360,OTHR,,DO,SANTO DOMINGO,ADMINISTRATOR OF AN OVER THE COUNTER MARKET OPERATIONS REGISTRATION SYSTEM (OTC).
NASDAQ CXD,XCXD,XCXD,OPRT,,,NSPD,,CA,TORONTO,NON-DISPLAYED MARKET FOR EQUITIES.
CYPRUS STOCK EXCHANGE,XCYS,XCYS,OPRT,CYPRUS STOCK EXCHANGE,213800U9YG19GFXT3S09,RMKT,CSE,CY,NICOSIA (LEFKOSIA),
CYPRUS STOCK EXCHANGE - OTC,XCYO,XCYS,SGMT,CYPRUS STOCK EXCHANGE,213800U9YG19GFXT3S09,NSPD,,CY,NICOSIA (LEFKOSIA),ELECTRONIC TRADING PLATFORM FOR OTC.
MTF - CYPRUS EXCHANGE,XECM,XCYS,SGMT,CYPRUS STOCK EXCHANGE,213800U9YG19GFXT3S09,MLTF,,CY,NICOSIA,
CYPRUS STOCK EXCHANGE - SMES,XMME,XCYS,SGMT,CYPRUS STOCK EXCHANGE,213800U9YG19GFXT3S09,OTHR,,CY,NICOSIA (LEFKOSIA),SMALL AND MEDIUM-SIZED ENTERPRISES (SMES).
DAR ES  SALAAM STOCK EXCHANGE,XDAR,XDAR,OPRT,,,NSPD,,TZ,DAR ES SALAAM,
DALIAN COMMODITY EXCHANGE,XDCE,XDCE,OPRT,,30030064E0J21BJXFK77,NSPD,DCE,CN,DALIAN,
DELHI STOCK EXCHANGE,XDES,XDES,OPRT,,,NSPD,,IN,DELHI,
JOINT-STOCK COMPANY “STOCK EXCHANGE INNEX”,XDFB,XDFB,OPRT,,,NSPD,,UA,KIEV,
DUBAI FINANCIAL MARKET,XDFM,XDFM,OPRT,,,NSPD,DFM,AE,DUBAI,
DHAKA STOCK EXCHANGE LTD,XDHA,XDHA,OPRT,,,NSPD,DSE,BD,DHAKA,
DNB BANK ASA,XDNB,XDNB,OPRT,,549300GKFG0RYRRQ1414,SINT,,NO,OSLO,SYSTEMATIC INTERNALISER.
CADE - MERCADO DE DEUDA PUBLICA ANOTADA,XDPA,XDPA,OPRT,,,NSPD,,ES,MADRID,
DAMASCUS SECURITIES EXCHANGE,XDSE,XDSE,OPRT,,,NSPD,,SY,DAMASCUS,REGISTERED MARKET FOR EQUITIES AND BONDS
DOUALA STOCK EXCHANGE,XDSX,XDSX,OPRT,,,NSPD,,CM,DOUALA,REGISTERED MARKET FOR EQUITIES
DTB DEUTSCHE TERMINBOERSE GMBH,XDTB,XDTB,OPRT,,,NSPD,,DE,FRANKFURT AM MAIN,
IRISH STOCK EXCHANGE - ALL MARKET,XDUB,XDUB,OPRT,,635400DZBUIMTBCXGA12,NSPD,ISE,IE,DUBLIN,
EURONEXT DUBLIN– DARK BOOK FACILITY,DDUB,XDUB,SGMT,THE IRISH STOCK EXCHANGE PUBLIC LIMITED COMPANY,635400DZBUIMTBCXGA12,OTHR,,IE,DUBLIN,MIC TO IDENTIFY DARK MIDPOINT PEGGED TRANSACTIONS. NOT TO BE USED FOR REGULATORY REPORTING PURPOSES.
EURONEXT DUBLIN - TRADED BONDS,EDBT,XDUB,SGMT,,635400DZBUIMTBCXGA12,NSPD,,IE,DUBLIN,
GLOBAL EXCHANGE MARKET - TRADED BONDS,EDGL,XDUB,SGMT,,635400DZBUIMTBCXGA12,NSPD,,IE,DUBLIN,
EURONEXT ACCESS DUBLIN,XACD,XDUB,SGMT,THE IRISH STOCK EXCHANGE PUBLIC LIMITED COMPANY,635400DZBUIMTBCXGA12,MLTF,,IE,DUBLIN,
IRISH STOCK EXCHANGE - GLOBAL EXCHANGE MARKET,XASM,XDUB,SGMT,,635400DZBUIMTBCXGA12,NSPD,,IE,DUBLIN,THE IRISH STOCK EXCHANGE IS MOVING TO A SINGLE MIC CODE REGIME AND THEREFORE XDUB WILL BE THE MIC CODE FOR ALL IRISH STOCK EXCHANGE MARKETS.
ATLANTIC SECURITIES MARKET,XATL,XDUB,SGMT,,635400DZBUIMTBCXGA12,NSPD,ISE ASM,IE,DUBLIN,ATLANTIC SECURITIES MARKET (ASM). THE ASM IS AUTHORISED BY THE CENTRAL BANK OF IRELAND AS A MTF AND IS REGULATED BY THE IRISH STOCK EXCHANGE PLC.
EURONEXT GROWTH DUBLIN,XESM,XDUB,SGMT,,,NSPD,,IE,DUBLIN,
IRISH STOCK EXCHANGE  - GLOBAL EXCHANGE MARKET,XEYE,XDUB,SGMT,,635400DZBUIMTBCXGA12,NSPD,ISE GEM,IE,DUBLIN,
IRISH STOCK EXCHANGE - ENTERPRISE SECURITIES MARKET,XIEX,XDUB,SGMT,,635400DZBUIMTBCXGA12,NSPD,,IE,DUBLIN,THE IRISH STOCK EXCHANGE IS MOVING TO A SINGLE MIC CODE REGIME AND THEREFORE XDUB WILL BE THE MIC CODE FOR ALL IRISH STOCK EXCHANGE MARKETS.
EURONEXT DUBLIN,XMSM,XDUB,SGMT,,635400DZBUIMTBCXGA12,RMKT,,IE,DUBLIN,
BOERSE DUESSELDORF,XDUS,XDUS,OPRT,BOEAG BOERSEN AKTIENGESELLSCHAFT,529900HTWYRE4BD0GQ69,NSPD,,DE,DUESSELDORF,
BOERSE DUESSELDORF - REGULIERTER MARKT,DUSA,XDUS,SGMT,BOEAG BOERSEN AKTIENGESELLSCHAFT,529900HTWYRE4BD0GQ69,RMKT,,DE,DUESSELDORF,
BOERSE DUESSELDORF - FREIVERKEHR,DUSB,XDUS,SGMT,BOEAG BOERSEN AKTIENGESELLSCHAFT,529900HTWYRE4BD0GQ69,MLTF,,DE,DUESSELDORF,
BOERSE DUESSELDORF - QUOTRIX - REGULIERTER MARKT,DUSC,XDUS,SGMT,BOEAG BOERSEN AKTIENGESELLSCHAFT,529900HTWYRE4BD0GQ69,RMKT,,DE,DUESSELDORF,
BOERSE DUESSELDORF - QUOTRIX MTF,DUSD,XDUS,SGMT,BOEAG BOERSEN AKTIENGESELLSCHAFT,529900HTWYRE4BD0GQ69,MLTF,,DE,DUESSELDORF,
BOERSE DUESSELDORF - QUOTRIX,XQTX,XDUS,SGMT,BOEAG BOERSEN AKTIENGESELLSCHAFT,529900HTWYRE4BD0GQ69,NSPD,,DE,DUESSELDORF,"ELECTRONIC TRADING SYSTEM FOR SHARES, BONDS, ETFS, INVESTMENT FUNDS"
"DEUTSCHE BOERSE AG, FRANKFURT AM MAIN",XDWZ,XDWZ,OPRT,,529900G3SW56SHYNPR95,NSPD,,DE,FRANKFURT AM MAIN,
ENERGY BROKING IRELAND GAS TRADING PLATFORM,XEBI,XEBI,OPRT,,635400GLZJST58UNHL91,NSPD,EBI,IE,DUBLIN,ELECTRONIC TRADING AND BROKING PLATFORM FOR OTC NATURAL GAS PHYSICAL SPOT TRANSACTIONS.
EBS UK MULTILATERAL TRADING FACILITY,XEBS,XEBS,OPRT,BROKERTEC EUROPE LIMITED,2138002GI1GKI3V4UG48,MLTF,,GB,LONDON,MULTILATERAL TRADING FACILITY.
EBS UK MTF - TAILORED ORDER BOOKS,EBSO,XEBS,SGMT,BROKERTEC EUROPE LIMITED,2138002GI1GKI3V4UG48,MLTF,,GB,LONDON,
ECB EXCHANGE RATES,XECB,XECB,OPRT,,549300DTUYXVMJXZNY75,NSPD,,DE,FRANKFURT,EURO FOREIGN EXCHANGE REFERENCE RATES.
EUROPEAN COMMODITY CLEARING AG,XECC,XECC,OPRT,,529900M6JY6PUZ9NTA71,NSPD,ECC,DE,LEIPZIG,
EASTERN CARIBBEAN SECURITIES EXCHANGE,XECS,XECS,OPRT,,,NSPD,ECSE,KN,BASSETERRE,
EDX LONDON LIMITED,XEDX,XEDX,OPRT,,,NSPD,,GB,LONDON,FROM 01/05/2011 EDX'S EXISTED PRODUCTS WILL USE NEW TURQUOISE DERIVATIVES MIC CODE.
EUROPEAN ENERGY EXCHANGE,XEEE,XEEE,OPRT,EUROPEAN ENERGY EXCHANGE AG,529900J0JGLSFDWNFC20,NSPD,EEX,DE,LEIPZIG,
EUROPEAN ENERGY EXCHANGE - NON-MTF MARKET,XEEO,XEEE,SGMT,EUROPEAN ENERGY EXCHANGE AG,529900J0JGLSFDWNFC20,NSPD,EEX,DE,LEIPZIG,NON-MTF MARKET
EUROPEAN ENERGY EXCHANGE - REGULATED MARKET,XEER,XEEE,SGMT,EUROPEAN ENERGY EXCHANGE AG,529900J0JGLSFDWNFC20,RMKT,EEX,DE,LEIPZIG,REGULATED MARKET
EUROPEAN ENERGY EXCHANGE - OTF GAS MARKET,XPOT,XEEE,SGMT,EUROPEAN ENERGY EXCHANGE AG,529900J0JGLSFDWNFC20,OTFS,EEX,DE,LEIPZIG,OTF SEGMENT OF THE EEX GAS MARKETS.
EUROPEAN ENERGY EXCHANGE - REGULATED GAS MARKET,XPSF,XEEE,SGMT,EUROPEAN ENERGY EXCHANGE AG,529900J0JGLSFDWNFC20,RMKT,EEX,DE,LEIPZIG,REGULATED MARKET SEGMENT FOR SPOT AND FUTURES GAS MARKETS OF EEX.
ELX,XELX,XELX,OPRT,,,NSPD,,US,NEW YORK,
MERCADO MEXICANO DE DERIVADOS,XEMD,XEMD,OPRT,,5493003M56ZNEEL5EQ10,NSPD,MEXDER,MX,MEXICO,
EMS EXCHANGE,XEMS,XEMS,OPRT,,724500ZM85SCL0RS8L71,NSPD,,NL,S-HERTOGENBOSCH,"REGISTERED MARKET FOR SECURITIES, ELECTRONIC TRADING PLATFORM."
EQUIDUCT,XEAS,XEQT,SGMT,,,NSPD,,BE,LEUVEN,MIC TO USE IS XEQT
XETRA INTERNATIONAL MARKET,XETI,XETI,OPRT,,529900G3SW56SHYNPR95,NSPD,,DE,FRANKFURT,"XETRA INTERNATIONAL, OPERATING LEVEL. TO BE  GLOBALLY USED FOR ORDERROUTING AND OTHER PURPOSES LIKE ""SCHLUßNOTEN"" (EXECUTIONS)."
XETRA INTERNATIONAL MARKET - REGULATED MARKET,XETC,XETI,SGMT,,529900G3SW56SHYNPR95,NSPD,,DE,FRANKFURT,"XETRA INTERNATIONAL, MARKET SEGMENT REGULATED."
XETRA INTERNATIONAL MARKET - OPEN MARKET,XETD,XETI,SGMT,,529900G3SW56SHYNPR95,NSPD,,DE,FRANKFURT,"XETRA INTERNATIONAL, MARKET SEGMENT OPEN."
XETRA,XETR,XETR,OPRT,,529900G3SW56SHYNPR95,NSPD,XETRA,DE,FRANKFURT,
XETRA MIDPOINT REGULATED MARKET,XEMA,XETR,SGMT,FRANKFURTER WERTPAPIERBÖRSE,391200OUOEWDQSEJ0Y74,RMKT,XETRA MIDPOINT,DE,FRANKFURT,MARKET LAUNCH: NOVEMBER 2024.
XETRA MIDPOINT OPEN MARKET,XEMB,XETR,SGMT,FRANKFURTER WERTPAPIERBÖRSE,391200OUOEWDQSEJ0Y74,MLTF,XETRA MIDPOINT,DE,FRANKFURT,MARKET LAUNCH: NOVEMBER 2024.
XETRA MIDPOINT SCALE,XEMI,XETR,SGMT,FRANKFURTER WERTPAPIERBÖRSE,391200OUOEWDQSEJ0Y74,MLTF,XETRA MIDPOINT,DE,FRANKFURT,MARKET LAUNCH: NOVEMBER 2024.
XETRA - REGULIERTER MARKT,XETA,XETR,SGMT,,391200OUOEWDQSEJ0Y74,RMKT,XETRA,DE,FRANKFURT,
XETRA - FREIVERKEHR,XETB,XETR,SGMT,,529900G3SW56SHYNPR95,NSPD,XETRA,DE,FRANKFURT,
XETRA - NON-FINANCIAL INSTRUMENTS,XETE,XETR,SGMT,DEUTSCHE BOERSE AG,529900G3SW56SHYNPR95,MLTF,,DE,ESCHBORN,
XETRA - SCALE,XETS,XETR,SGMT,,529900G3SW56SHYNPR95,NSPD,,DE,FRANKFURT,XETRA SME GROWTH MARKET.
XETRA - REGULIERTERMARKT - OFF-BOOK,XETU,XETR,SGMT,,529900G3SW56SHYNPR95,RMKT,,DE,FRANKFURT,
XETRA - FREIVERKEHR - OFF-BOOK,XETV,XETR,SGMT,,529900G3SW56SHYNPR95,NSPD,,DE,FRANKFURT,
XETRA - SCALE - OFF-BOOK,XETW,XETR,SGMT,,529900G3SW56SHYNPR95,NSPD,,DE,FRANKFURT,
XETRA - NON-FINANCIAL INSTRUMENTS - OFF-BOOK,XETX,XETR,SGMT,DEUTSCHE BOERSE AG,529900G3SW56SHYNPR95,MLTF,,DE,ESCHBORN,
EUREX BONDS,XEUB,XETR,SGMT,,,NSPD,,DE,FRANKFURT,
EUREX REPO GMBH,XEUP,XEUP,OPRT,,529900QA7T9JLRFVNN10,NSPD,,DE,FRANKFURT,
EUREX REPO - HQLA MARKET,XEHQ,XEUP,SGMT,,529900QA7T9JLRFVNN10,NSPD,,DE,FRANKFURT,EUREX REPO ELECTRONIC TRADING PLATFORM FOR HQLA BLOCKCHAIN.
EUREX REPO - FUNDING AND FINANCING PRODUCTS,XERE,XEUP,SGMT,,529900QA7T9JLRFVNN10,NSPD,,DE,FRANKFURT,EUREX REPO ELECTRONIC TRADING PLATFORM FOR FUNDING AND FINANCING PRODUCTS.
EUREX REPO - TRIPARTY,XERT,XEUP,SGMT,,529900QA7T9JLRFVNN10,NSPD,,DE,FRANKFURT,EUREX REPO ELECTRONIC TRADING SEGMENT FOR TRIPARTY REPO.
EUREX REPO SECLEND MARKET,XEUM,XEUP,SGMT,,529900QA7T9JLRFVNN10,NSPD,,DE,FRANKFURT,ET IS NOW OPERATED FROM FRANKFURT (GERMANY)
EUREX DEUTSCHLAND,XEUR,XEUR,OPRT,,529900UT4DG0LG5R9O07,RMKT,,DE,FRANKFURT,
US FUTURES EXCHANGE,XEUS,XEUS,OPRT,,254900O9GJPIWCP8RH13,NSPD,,US,CHICAGO,"HAS TERMINATED ALL EXCHANGE OPERATIONS EFFECTIVE DECEMBER 31, 2008"
MERCADO DE FUTUROS Y OPCIONES SOBRE CITRICOS,XFCM,XFCM,OPRT,,,NSPD,,ES,VALENCIA,
FEX GLOBAL,XFEX,XFEX,OPRT,FEX GLOBAL PTY LTD,261700HJKW2QQCC28010,NSPD,FEX,AU,SYDNEY,"ELECTRONIC TRADING PLATFORM. REGISTERED MARKET FOR ENERGY, COMMODITY AND ENVIRONMENTAL DERIVATIVES."
FUKUOKA FUTURES EXCHANGE,XFFE,XFFE,OPRT,,,NSPD,,JP,FUKUOKA,
FUKUOKA STOCK EXCHANGE,XFKA,XFKA,OPRT,,,NSPD,,JP,FUKUOKA,
SOCIETE DU NOUVEAU MARCHE,XFMN,XFMN,OPRT,,,NSPD,,FR,PARIS,
FINEX (NEW YORK AND DUBLIN),XFNX,XFNX,OPRT,,,NSPD,,IE,DUBLIN,"FINEX, THEY NO LONGER OPERATE IN DUBLIN AND THEREFORE THE MIC CODE DELETED. FINEX (NOW ICE) CONTINUE TO OPERATE AS ICE IN NEW YORK."
FINNISH OPTIONS MARKET,XFOM,XFOM,OPRT,,,NSPD,,FI,HELSINKI,
DEUTSCHE BOERSE AG,XFRA,XFRA,OPRT,DEUTSCHE BOERSE AG,529900G3SW56SHYNPR95,NSPD,,DE,FRANKFURT,
BOERSE FRANKFURT - REGULIERTER MARKT,FRAA,XFRA,SGMT,,391200OUOEWDQSEJ0Y74,RMKT,,DE,FRANKFURT,
BOERSE FRANKFURT - FREIVERKEHR,FRAB,XFRA,SGMT,FRANKFURTER WERTPAPIERBÖRSE,391200OUOEWDQSEJ0Y74,MLTF,,DE,FRANKFURT,
DEUTSCHE BOERSE MID-POINT CROSS,FRAD,XFRA,SGMT,DEUTSCHE BOERSE AG,529900G3SW56SHYNPR95,NSPD,DBMID,DE,FRANKFURT,DARK POOL.
BOERSE FRANKFURT - SCALE,FRAS,XFRA,SGMT,FRANKFURTER WERTPAPIERBÖRSE,391200OUOEWDQSEJ0Y74,MLTF,,DE,FRANKFURT,BOERSE FRANKFURT SME GROWTH MARKET.
BOERSE FRANKFURT - REGULIERTERMARKT - OFF-BOOK,FRAU,XFRA,SGMT,FRANKFURTER WERTPAPIERBOERSE,391200OUOEWDQSEJ0Y74,RMKT,,DE,FRANKFURT,
BOERSE FRANKFURT - FREIVERKEHR - OFF-BOOK,FRAV,XFRA,SGMT,FRANKFURTER WERTPAPIERBÖRSE,391200OUOEWDQSEJ0Y74,MLTF,,DE,FRANKFURT,
BOERSE FRANKFURT - SCALE - OFF-BOOK,FRAW,XFRA,SGMT,FRANKFURTER WERTPAPIERBÖRSE,391200OUOEWDQSEJ0Y74,MLTF,,DE,FRANKFURT,
DEUTSCHE BOERSE AG - CUSTOMIZED INDICES,XDBC,XFRA,SGMT,DEUTSCHE BOERSE AG,529900G3SW56SHYNPR95,NSPD,,DE,FRANKFURT,
DEUTSCHE BOERSE AG - VOLATILITY INDICES,XDBV,XFRA,SGMT,DEUTSCHE BOERSE AG,529900G3SW56SHYNPR95,NSPD,,DE,FRANKFURT,
DEUTSCHE BOERSE AG - INDICES,XDBX,XFRA,SGMT,DEUTSCHE BOERSE AG,529900G3SW56SHYNPR95,NSPD,,DE,FRANKFURT,
NEWEX,XNEW,XFRA,SGMT,,529900O14DCZLCKHET54,NSPD,NEWEX,DE,FRANKFURT,
FINANCIELE TERMIJNMARKET AMSTERDAM,XFTA,XFTA,OPRT,,,NSPD,,NL,AMSTERDAM,
FTX,XFTX,XFTX,OPRT,FX TRADING LIMITED,894500686R5LFMX57208,CASP,,AG,ST JOHN,
GAMI ASSET INVESTMENT L.L.C,XGAI,XGAI,OPRT,GAMI ASSET INVESTMENT L.L.C,984500T0F9783F6CC797,OTHR,GAI,AE,DUBAI,
CENTRAL EASTERN EUROPEAN GAS EXCHANGE LTD,XGAS,XGAS,OPRT,,529900NQOLXKWXQ1JV67,NSPD,,HU,BUDAPEST,CEEGEX IS A ORGANISED NATURAL GAS MARKET PROVIDING SERVICES FOR THE GAS MARKET PLAYERS WITHIN THE EUROPEAN ECONOMIC AREA (EEA).
GLOBAL COAL LIMITED,XGCL,XGCL,OPRT,,213800UP928FGZUQTB32,NSPD,GLOBALCOAL,GB,LONDON,MTF PLATFORM FOR OTC DERIVATIVES
GAMI GLOBAL INVESTMENT L.L.C,XGGI,XGGI,OPRT,GAMI GLOBAL INVESTMENT L.L.C,9845005EAG3C79AY5980,OTHR,GGI,AE,DUBAI,
GHANA STOCK EXCHANGE,XGHA,XGHA,OPRT,,,NSPD,,GH,ACCRA,
GESTORE MERCATO ELETTRICO - ITALIAN POWER EXCHANGE,XGME,XGME,OPRT,,,NSPD,IPEX/GME,IT,ROME,ITALIAN POWER EXCHANGE
GLOBALCLEAR MERCANTILE EXCHANGE,XGMX,XGMX,OPRT,,,NSPD,GMX,US,GUAYNABO,"ELECTRONIC TRADING PLATFORM FOR COMMODITIES, CFDS, CREDIT, FUTURES, METALS, AND NEW MARKETS."
GEORGIA STOCK EXCHANGE,XGSE,XGSE,OPRT,,,NSPD,GSE,GE,TBILISI,
BOLSA DE VALORES NACIONAL SA,XGTG,XGTG,OPRT,,,NSPD,,GT,GUATEMALA,
BOLSA DE VALORES DE GUAYAQUIL,XGUA,XGUA,OPRT,,,NSPD,,EC,GUAYAQUIL,
HANSEATISCHE WERTPAPIERBOERSE HAMBURG,XHAM,XHAM,OPRT,BOEAG BOERSEN AKTIENGESELLSCHAFT,529900HTWYRE4BD0GQ69,NSPD,,DE,HAMBURG,
BOERSE HAMBURG - REGULIERTER MARKT,HAMA,XHAM,SGMT,BOEAG BOERSEN AKTIENGESELLSCHAFT,529900HTWYRE4BD0GQ69,RMKT,,DE,HAMBURG,
BOERSE HAMBURG - FREIVERKEHR,HAMB,XHAM,SGMT,BOEAG BOERSEN AKTIENGESELLSCHAFT,529900HTWYRE4BD0GQ69,MLTF,,DE,HAMBURG,
BOERSE HAMBURG - LANG AND SCHWARZ EXCHANGE,HAML,XHAM,SGMT,BOEAG BOERSEN AKTIENGESELLSCHAFT,529900HTWYRE4BD0GQ69,NSPD,,DE,HAMBURG,
BOERSE HAMBURG - LANG AND SCHWARZ EXCHANGE - REGULIERTER MARKT,HAMM,XHAM,SGMT,BOEAG BOERSEN AKTIENGESELLSCHAFT,529900HTWYRE4BD0GQ69,RMKT,,DE,HAMBURG,
BOERSE HAMBURG - LANG AND SCHWARZ EXCHANGE - FREIVERKEHR,HAMN,XHAM,SGMT,BOEAG BOERSEN AKTIENGESELLSCHAFT,529900HTWYRE4BD0GQ69,MLTF,,DE,HAMBURG,
